BAS|186401|20.6|-5.5
BAS|186402|16.0|-0.2
BAS|186403|48.4|6.0
BAS|186404|49.0|8.2
BAS|186405|53.2|13.1
BAS|186406|139.9|15.3
BAS|186407|50.0|17.4
BAS|186408|59.4|16.1
BAS|186409|81.2|13.2
BAS|186410|10.2|7.1
BAS|186411|74.1|3.9
BAS|186412|4.4|-2.2
BAS|186501|49.7|1.3
BAS|186502|69.1|-1.0
BAS|186503|30.1|0.7
BAS|186504|11.7|12.9
BAS|186505|85.3|15.9
BAS|186506|67.1|16.2
BAS|186507|36.9|19.4
BAS|186508|122.1|16.4
BAS|186509|0.0|15.3
BAS|186510|99.3|9.8
BAS|186511|70.1|5.4
BAS|186512|10.3|-1.1
BAS|186601|36.9|3.0
BAS|186602|70.7|5.2
BAS|186603|87.3|4.7
BAS|186604|90.9|10.1
BAS|186605|78.5|10.8
BAS|186606|44.8|18.2
BAS|186607|43.3|17.7
BAS|186608|144.8|15.6
BAS|186609|76.2|14.4
BAS|186610|28.2|9.0
BAS|186611|59.8|4.9
BAS|186612|128.9|3.3
BAS|186701|140.9|-0.2
BAS|186702|66.9|5.7
BAS|186703|70.8|4.9
BAS|186704|92.5|10.0
BAS|186705|73.9|13.6
BAS|186706|140.6|16.1
BAS|186707|67.4|16.8
BAS|186708|48.8|18.0
BAS|186709|55.9|14.9
BAS|186710|102.4|7.6
BAS|186711|27.0|2.2
BAS|186712|39.0|-0.6
BAS|186801|38.7|-1.5
BAS|186802|10.6|3.0
BAS|186803|46.0|4.2
BAS|186804|65.3|8.7
BAS|186805|12.7|17.9
BAS|186806|70.2|17.8
BAS|186807|59.4|19.1
BAS|186808|77.8|18.1
BAS|186809|114.6|16.0
BAS|186810|96.4|9.3
BAS|186811|36.3|2.0
BAS|186812|136.2|7.1
BAS|186901|26.2|0.1
BAS|186902|18.1|5.9
BAS|186903|55.4|1.9
BAS|186904|32.5|10.8
BAS|186905|132.8|14.1
BAS|186906|57.2|13.9
BAS|186907|42.6|19.7
BAS|186908|101.4|15.8
BAS|186909|86.7|14.7
BAS|186910|49.6|6.8
BAS|186911|65.8|4.8
BAS|186912|76.0|-0.3
BAS|187001|20.4|-0.1
BAS|187002|20.0|-2.0
BAS|187003|56.1|3.5
BAS|187004|17.1|9.2
BAS|187005|38.6|14.3
BAS|187006|25.6|17.3
BAS|187007|56.4|20.3
BAS|187008|101.4|15.5
BAS|187009|49.8|12.2
BAS|187010|86.3|9.3
BAS|187011|105.5|4.9
BAS|187012|85.0|-3.8
BAS|187101|31.3|-4.4
BAS|187102|27.4|2.4
BAS|187103|17.1|5.5
BAS|187104|94.8|9.9
BAS|187105|30.6|11.9
BAS|187106|93.9|13.4
BAS|187107|99.5|18.4
BAS|187108|39.8|18.1
BAS|187109|27.1|15.6
BAS|187110|74.4|6.9
BAS|187111|31.5|1.0
BAS|187112|5.9|-5.7
BAS|187201|46.1|1.5
BAS|187202|28.1|2.8
BAS|187203|37.2|6.1
BAS|187204|87.9|9.7
BAS|187205|228.1|12.2
BAS|187206|150.9|15.9
BAS|187207|72.8|19.1
BAS|187208|74.6|16.0
BAS|187209|19.2|14.4
BAS|187210|115.7|9.2
BAS|187211|94.0|7.2
BAS|187212|50.1|4.0
BAS|187301|20.9|1.9
BAS|187302|14.3|1.4
BAS|187303|29.4|7.1
BAS|187304|93.2|8.0
BAS|187305|73.9|11.2
BAS|187306|75.6|16.5
BAS|187307|94.5|19.6
BAS|187308|46.9|19.0
BAS|187309|101.5|13.2
BAS|187310|71.1|9.9
BAS|187311|67.4|4.8
BAS|187312|11.8|0.2
BAS|187401|13.6|1.0
BAS|187402|7.7|1.0
BAS|187403|25.7|4.5
BAS|187404|65.2|11.1
BAS|187405|74.1|10.3
BAS|187406|118.7|16.7
BAS|187407|73.1|20.5
BAS|187408|60.6|15.6
BAS|187409|24.9|14.9
BAS|187410|34.9|9.3
BAS|187411|41.4|2.2
BAS|187412|72.4|-0.3
BAS|187501|39.5|3.2
BAS|187502|16.9|-2.0
BAS|187503|30.2|3.3
BAS|187504|27.6|8.8
BAS|187505|73.3|15.0
BAS|187506|91.5|17.1
BAS|187507|137.7|16.4
BAS|187508|49.5|18.8
BAS|187509|54.6|15.2
BAS|187510|107.0|8.0
BAS|187511|91.2|4.3
BAS|187512|11.0|-2.1
BAS|187601|17.2|-2.8
BAS|187602|72.7|2.9
BAS|187603|106.4|5.6
BAS|187604|97.8|9.3
BAS|187605|51.8|10.4
BAS|187606|178.8|16.1
BAS|187607|37.8|19.2
BAS|187608|116.8|18.8
BAS|187609|125.9|12.7
BAS|187610|8.8|11.5
BAS|187611|84.3|3.5
BAS|187612|42.4|4.8
BAS|187701|32.6|3.9
BAS|187702|68.8|4.8
BAS|187703|72.6|3.4
BAS|187704|58.6|8.5
BAS|187705|149.8|10.5
BAS|187706|44.5|19.2
BAS|187707|107.5|17.3
BAS|187708|73.1|18.3
BAS|187709|59.1|11.5
BAS|187710|28.8|7.2
BAS|187711|88.2|6.8
BAS|187712|72.9|2.0
BAS|187801|40.5|-1.2
BAS|187802|19.6|2.2
BAS|187803|33.0|4.2
BAS|187804|123.9|9.5
BAS|187805|109.3|14.1
BAS|187806|199.9|15.6
BAS|187807|55.2|17.0
BAS|187808|134.2|17.2
BAS|187809|58.5|14.4
BAS|187810|88.0|9.8
BAS|187811|49.9|3.1
BAS|187812|70.9|-1.5
BAS|187901|26.7|-0.1
BAS|187902|64.3|2.7
BAS|187903|35.7|4.6
BAS|187904|76.4|6.9
BAS|187905|76.8|9.2
BAS|187906|108.8|16.5
BAS|187907|86.9|15.2
BAS|187908|40.2|18.6
BAS|187909|140.1|14.3
BAS|187910|52.9|7.5
BAS|187911|65.9|1.2
BAS|187912|22.3|-9.5
BAS|188001|10.3|-4.1
BAS|188002|59.4|2.2
BAS|188003|19.0|7.5
BAS|188004|154.5|9.3
BAS|188005|51.8|12.0
BAS|188006|151.2|14.8
BAS|188007|89.9|18.5
BAS|188008|160.2|16.6
BAS|188009|101.7|14.4
BAS|188010|193.0|8.8
BAS|188011|18.4|5.1
BAS|188012|42.3|6.5
BAS|188101|45.7|-3.6
BAS|188102|50.8|2.9
BAS|188103|34.8|6.4
BAS|188104|99.4|7.8
BAS|188105|63.5|12.1
BAS|188106|74.4|15.9
BAS|188107|17.2|20.7
BAS|188108|163.1|17.5
BAS|188109|203.5|12.5
BAS|188110|85.8|5.1
BAS|188111|45.9|6.5
BAS|188112|41.0|1.3
BAS|188201|18.8|-0.4
BAS|188202|18.7|1.5
BAS|188203|28.6|6.9
BAS|188204|59.0|9.1
BAS|188205|43.1|13.4
BAS|188206|136.5|15.4
BAS|188207|116.3|16.1
BAS|188208|70.9|15.7
BAS|188209|206.8|12.3
BAS|188210|76.5|9.9
BAS|188211|145.1|5.8
BAS|188212|61.8|2.7
BAS|188301|24.1|1.2
BAS|188302|27.8|4.2
BAS|188303|14.4|1.7
BAS|188304|41.0|8.3
BAS|188305|89.8|13.5
BAS|188306|104.4|15.5
BAS|188307|119.7|16.3
BAS|188308|39.5|16.5
BAS|188309|92.8|13.2
BAS|188310|44.8|8.5
BAS|188311|70.4|5.4
BAS|188312|25.6|1.0
BAS|188401|25.2|3.3
BAS|188402|41.7|3.5
BAS|188403|5.0|6.3
BAS|188404|47.5|7.4
BAS|188405|57.3|13.9
BAS|188406|61.4|13.6
BAS|188407|69.6|19.1
BAS|188408|66.0|18.1
BAS|188409|107.1|13.9
BAS|188410|18.1|8.4
BAS|188411|17.4|3.0
BAS|188412|58.7|1.8
BAS|188501|4.9|-2.8
BAS|188502|31.6|4.9
BAS|188503|66.7|4.1
BAS|188504|17.7|9.7
BAS|188505|59.0|10.6
BAS|188506|29.8|17.8
BAS|188507|39.5|18.6
BAS|188508|54.4|16.3
BAS|188509|131.1|13.0
BAS|188510|118.6|7.3
BAS|188511|32.9|4.9
BAS|188512|57.8|-0.2
BAS|188601|47.5|-0.5
BAS|188602|14.1|-1.4
BAS|188603|42.6|3.4
BAS|188604|29.0|10.0
BAS|188605|87.8|12.9
BAS|188606|166.5|14.3
BAS|188607|75.9|18.0
BAS|188608|64.7|17.2
BAS|188609|50.9|15.8
BAS|188610|88.6|10.1
BAS|188611|87.0|5.3
BAS|188612|113.6|1.7
BAS|188701|5.4|-2.6
BAS|188702|3.5|-0.8
BAS|188703|64.5|1.7
BAS|188704|20.8|8.3
BAS|188705|101.2|10.3
BAS|188706|35.3|17.1
BAS|188707|78.0|19.8
BAS|188708|101.9|16.9
BAS|188709|70.6|12.0
BAS|188710|36.8|4.8
BAS|188711|49.2|3.4
BAS|188712|52.9|-0.4
BAS|188801|8.1|-1.8
BAS|188802|33.4|-1.5
BAS|188803|101.6|3.6
BAS|188804|84.4|6.6
BAS|188805|25.5|13.8
BAS|188806|142.0|16.3
BAS|188807|67.3|15.6
BAS|188808|77.4|15.9
BAS|188809|84.9|13.8
BAS|188810|97.4|5.9
BAS|188811|50.3|5.3
BAS|188812|16.0|-0.3
BAS|188901|10.1|-1.6
BAS|188902|68.5|-0.8
BAS|188903|43.5|2.1
BAS|188904|19.3|7.7
BAS|188905|73.9|14.6
BAS|188906|155.7|17.7
BAS|188907|67.0|17.1
BAS|188908|66.2|16.3
BAS|188909|45.6|12.1
BAS|188910|141.9|8.3
BAS|188911|37.8|3.5
BAS|188912|18.0|-1.9
BAS|189001|49.9|2.8
BAS|189002|3.5|-1.7
BAS|189003|8.0|4.8
BAS|189004|45.5|8.1
BAS|189005|91.1|13.8
BAS|189006|66.4|14.9
BAS|189007|72.7|16.1
BAS|189008|175.2|16.6
BAS|189009|18.2|13.0
BAS|189010|68.9|6.5
BAS|189011|45.8|4.0
BAS|189012|12.3|-4.6
BAS|189101|18.0|-4.8
BAS|189102|5.3|-1.0
BAS|189103|71.5|4.1
BAS|189104|39.1|6.8
BAS|189105|101.5|12.5
BAS|189106|160.0|15.7
BAS|189107|117.6|16.6
BAS|189108|66.5|16.0
BAS|189109|41.2|14.2
BAS|189110|88.0|10.3
BAS|189111|103.1|3.3
BAS|189112|54.2|2.5
BAS|189201|46.0|-0.3
BAS|189202|37.2|2.1
BAS|189203|33.0|2.1
